log,epoch,split,loss,f1,auroc
PTB-XL-FFT-s42.log,12,train,0.29431,,
PTB-XL-FFT-s42.log,12,val,0.82015,0.63536,0.90591
PTB-XL-FFT-s42.log,12,test,0.86366,0.61927,0.89758
PTB-XL-FFT-s42.log,13,train,0.26191,,
PTB-XL-FFT-s42.log,13,val,0.83807,0.6361,0.90573
PTB-XL-FFT-s42.log,13,test,0.88368,0.61906,0.89735
PTB-XL-FFT-s42.log,14,train,0.23407,,
PTB-XL-FFT-s42.log,14,val,0.85735,0.637,0.9054
PTB-XL-FFT-s42.log,14,test,0.90498,0.61905,0.89692
PTB-XL-FFT-s42.log,15,train,0.20761,,
PTB-XL-FFT-s42.log,15,val,0.87918,0.63612,0.90504
PTB-XL-FFT-s42.log,15,test,0.9287,0.61923,0.8965
PTB-XL-FFT-s42.log,16,train,0.18855,,
PTB-XL-FFT-s42.log,16,val,0.90079,0.63645,0.90459
PTB-XL-FFT-s42.log,16,test,0.95212,0.62013,0.89604
PTB-XL-FFT-s42.log,17,train,0.16859,,
PTB-XL-FFT-s42.log,17,val,0.92308,0.63689,0.90401
PTB-XL-FFT-s42.log,17,test,0.97567,0.61918,0.89564
PTB-XL-FFT-s42.log,18,train,0.15403,,
PTB-XL-FFT-s42.log,18,val,0.94692,0.63752,0.90361
PTB-XL-FFT-s42.log,18,test,1.00235,0.61823,0.89521
PTB-XL-FFT-s42.log,19,train,0.14079,,
PTB-XL-FFT-s42.log,19,val,0.96872,0.6366,0.90319
PTB-XL-FFT-s42.log,19,test,1.02607,0.61828,0.89472
PTB-XL-FFT-s42.log,20,train,0.12836,,
PTB-XL-FFT-s42.log,20,val,0.98998,0.6371,0.90282
PTB-XL-FFT-s42.log,20,test,1.04916,0.61791,0.89437
PTB-XL-FFT-s42.log,21,train,0.12156,,
PTB-XL-FFT-s42.log,21,val,1.01299,0.63707,0.90238
PTB-XL-FFT-s42.log,21,test,1.07414,0.61756,0.89396
PTB-XL-FFT-s42.log,22,train,0.11315,,
PTB-XL-FFT-s42.log,22,val,1.03653,0.63691,0.90192
PTB-XL-FFT-s42.log,22,test,1.09846,0.61805,0.89352
PTB-XL-FFT-s42.log,23,train,0.10505,,
PTB-XL-FFT-s42.log,23,val,1.05969,0.63572,0.90151
PTB-XL-FFT-s42.log,23,test,1.12371,0.61748,0.89308
PTB-XL-FFT-s42.log,24,train,0.10031,,
PTB-XL-FFT-s42.log,24,val,1.08248,0.63582,0.90106
PTB-XL-FFT-s42.log,24,test,1.14812,0.61638,0.89265
PTB-XL-FFT-s42.log,25,train,0.09374,,
PTB-XL-FFT-s42.log,25,val,1.1069,0.63483,0.90063
PTB-XL-FFT-s42.log,25,test,1.17461,0.61509,0.89219
PTB-XL-FFT-s42.log,26,train,0.0884,,
PTB-XL-FFT-s42.log,26,val,1.12885,0.63526,0.90015
PTB-XL-FFT-s42.log,26,test,1.19783,0.61458,0.89178
PTB-XL-FFT-s42.log,27,train,0.08716,,
PTB-XL-FFT-s42.log,27,val,1.15005,0.63498,0.89978
PTB-XL-FFT-s42.log,27,test,1.22127,0.61432,0.89143
PTB-XL-FFT-s42.log,28,train,0.08157,,
PTB-XL-FFT-s42.log,28,val,1.17222,0.63412,0.89947
PTB-XL-FFT-s42.log,28,test,1.24532,0.61444,0.89114
PTB-XL-FFT-s42.log,28,val,0.94678,0.63752,0.90361
PTB-XL-FFT-s42.log,28,test,1.00235,0.61823,0.89521
PTB-XL-FFT-s42.log,1,train,0.87617,,
PTB-XL-FFT-s42.log,1,val,0.78945,0.58053,0.88877
PTB-XL-FFT-s42.log,1,test,0.81763,0.56336,0.88001
PTB-XL-FFT-s42.log,2,train,0.74363,,
PTB-XL-FFT-s42.log,2,val,0.76897,0.60154,0.89445
PTB-XL-FFT-s42.log,2,test,0.8031,0.58501,0.88581
PTB-XL-FFT-s42.log,3,train,0.6906,,
PTB-XL-FFT-s42.log,3,val,0.76094,0.61543,0.89826
PTB-XL-FFT-s42.log,3,test,0.79485,0.59693,0.89026
PTB-XL-FFT-s42.log,4,train,0.64635,,
PTB-XL-FFT-s42.log,4,val,0.74726,0.62306,0.90125
PTB-XL-FFT-s42.log,4,test,0.78164,0.60729,0.89301
PTB-XL-FFT-s42.log,5,train,0.60176,,
PTB-XL-FFT-s42.log,5,val,0.74708,0.62701,0.90287
PTB-XL-FFT-s42.log,5,test,0.78328,0.61015,0.89486
PTB-XL-FFT-s42.log,6,train,0.5597,,
PTB-XL-FFT-s42.log,6,val,0.74875,0.6285,0.90429
PTB-XL-FFT-s42.log,6,test,0.78768,0.61045,0.8957
PTB-XL-FFT-s42.log,7,train,0.51161,,
PTB-XL-FFT-s42.log,7,val,0.75268,0.63011,0.90517
PTB-XL-FFT-s42.log,7,test,0.79378,0.61382,0.8965
PTB-XL-FFT-s42.log,8,train,0.46555,,
PTB-XL-FFT-s42.log,8,val,0.75918,0.6311,0.90553
PTB-XL-FFT-s42.log,8,test,0.80158,0.61426,0.89681
PTB-XL-FFT-s42.log,9,train,0.42092,,
PTB-XL-FFT-s42.log,9,val,0.76818,0.63232,0.90566
PTB-XL-FFT-s42.log,9,test,0.81204,0.61496,0.89688
PTB-XL-FFT-s42.log,10,train,0.37527,,
PTB-XL-FFT-s42.log,10,val,0.78002,0.63305,0.90577
PTB-XL-FFT-s42.log,10,test,0.82547,0.61674,0.89695
PTB-XL-FFT-s42.log,11,train,0.33517,,
PTB-XL-FFT-s42.log,11,val,0.79418,0.63494,0.90557
PTB-XL-FFT-s42.log,11,test,0.84071,0.61794,0.8967
PTB-XL-FFT-s42.log,12,train,0.29702,,
PTB-XL-FFT-s42.log,12,val,0.8098,0.63632,0.9053
PTB-XL-FFT-s42.log,12,test,0.85904,0.6185,0.89614
PTB-XL-FFT-s42.log,13,train,0.26226,,
PTB-XL-FFT-s42.log,13,val,0.82833,0.63707,0.90496
PTB-XL-FFT-s42.log,13,test,0.8803,0.619,0.89565
PTB-XL-FFT-s42.log,14,train,0.2346,,
PTB-XL-FFT-s42.log,14,val,0.84697,0.63685,0.90463
PTB-XL-FFT-s42.log,14,test,0.90155,0.61905,0.89511
PTB-XL-FFT-s42.log,15,train,0.20723,,
PTB-XL-FFT-s42.log,15,val,0.86862,0.63754,0.90422
PTB-XL-FFT-s42.log,15,test,0.92546,0.61878,0.89449
PTB-XL-FFT-s42.log,16,train,0.18453,,
PTB-XL-FFT-s42.log,16,val,0.89213,0.63761,0.90384
PTB-XL-FFT-s42.log,16,test,0.95112,0.61792,0.89396
PTB-XL-FFT-s42.log,17,train,0.1693,,
PTB-XL-FFT-s42.log,17,val,0.9132,0.63786,0.90338
PTB-XL-FFT-s42.log,17,test,0.97427,0.61874,0.89352
PTB-XL-FFT-s42.log,18,train,0.15238,,
PTB-XL-FFT-s42.log,18,val,0.93648,0.63758,0.90291
PTB-XL-FFT-s42.log,18,test,1.00026,0.61944,0.89299
PTB-XL-FFT-s42.log,19,train,0.13924,,
PTB-XL-FFT-s42.log,19,val,0.96095,0.63728,0.90255
PTB-XL-FFT-s42.log,19,test,1.02669,0.61937,0.89257
PTB-XL-FFT-s42.log,20,train,0.13006,,
PTB-XL-FFT-s42.log,20,val,0.98378,0.63735,0.90209
PTB-XL-FFT-s42.log,20,test,1.05072,0.6197,0.89211
PTB-XL-FFT-s42.log,21,train,0.12177,,
PTB-XL-FFT-s42.log,21,val,1.00781,0.63715,0.90162
PTB-XL-FFT-s42.log,21,test,1.0762,0.619,0.89164
PTB-XL-FFT-s42.log,22,train,0.11305,,
PTB-XL-FFT-s42.log,22,val,1.03068,0.63676,0.90135
PTB-XL-FFT-s42.log,22,test,1.10127,0.61878,0.89134
PTB-XL-FFT-s42.log,23,train,0.10536,,
PTB-XL-FFT-s42.log,23,val,1.05324,0.63646,0.90097
PTB-XL-FFT-s42.log,23,test,1.12532,0.61826,0.89093
PTB-XL-FFT-s42.log,24,train,0.09984,,
PTB-XL-FFT-s42.log,24,val,1.07556,0.63583,0.90068
PTB-XL-FFT-s42.log,24,test,1.1503,0.61749,0.89048
PTB-XL-FFT-s42.log,25,train,0.09675,,
PTB-XL-FFT-s42.log,25,val,1.09711,0.63604,0.90039
PTB-XL-FFT-s42.log,25,test,1.1741,0.61787,0.89011
PTB-XL-FFT-s42.log,26,train,0.091,,
PTB-XL-FFT-s42.log,26,val,1.1193,0.63599,0.9002
PTB-XL-FFT-s42.log,26,test,1.19835,0.61757,0.88985
PTB-XL-FFT-s42.log,27,train,0.08573,,
PTB-XL-FFT-s42.log,27,val,1.14138,0.63537,0.89988
PTB-XL-FFT-s42.log,27,test,1.22195,0.61674,0.88951
PTB-XL-FFT-s42.log,27,val,0.91305,0.63786,0.90338
PTB-XL-FFT-s42.log,27,test,0.97428,0.61874,0.89352
PTB-XL-FFT-s43.log,1,train,0.89016,,
PTB-XL-FFT-s43.log,1,val,0.79313,0.57272,0.88522
PTB-XL-FFT-s43.log,1,test,0.81617,0.55975,0.87603
PTB-XL-FFT-s43.log,2,train,0.75264,,
PTB-XL-FFT-s43.log,2,val,0.77015,0.59893,0.89345
PTB-XL-FFT-s43.log,2,test,0.79599,0.57893,0.88454
PTB-XL-FFT-s43.log,3,train,0.69598,,
PTB-XL-FFT-s43.log,3,val,0.7539,0.6035,0.8979
PTB-XL-FFT-s43.log,3,test,0.78326,0.58385,0.88915
PTB-XL-FFT-s43.log,4,train,0.64565,,
PTB-XL-FFT-s43.log,4,val,0.74963,0.61049,0.9006
PTB-XL-FFT-s43.log,4,test,0.77937,0.59278,0.89225
PTB-XL-FFT-s43.log,5,train,0.60176,,
PTB-XL-FFT-s43.log,5,val,0.7483,0.61997,0.90239
PTB-XL-FFT-s43.log,5,test,0.77891,0.60283,0.89408
PTB-XL-FFT-s43.log,6,train,0.55471,,
PTB-XL-FFT-s43.log,6,val,0.7525,0.62391,0.90351
PTB-XL-FFT-s43.log,6,test,0.78422,0.6063,0.89569
PTB-XL-FFT-s43.log,7,train,0.50992,,
PTB-XL-FFT-s43.log,7,val,0.7569,0.62825,0.90458
PTB-XL-FFT-s43.log,7,test,0.79017,0.61171,0.89668
PTB-XL-FFT-s43.log,8,train,0.46142,,
PTB-XL-FFT-s43.log,8,val,0.76518,0.62955,0.90548
PTB-XL-FFT-s43.log,8,test,0.80135,0.61475,0.89725
PTB-XL-FFT-s43.log,9,train,0.41684,,
PTB-XL-FFT-s43.log,9,val,0.77641,0.63203,0.90581
PTB-XL-FFT-s43.log,9,test,0.81483,0.61702,0.89741
PTB-XL-FFT-s43.log,10,train,0.37569,,
PTB-XL-FFT-s43.log,10,val,0.78892,0.63403,0.90607
PTB-XL-FFT-s43.log,10,test,0.82917,0.6181,0.89765
PTB-XL-FFT-s43.log,11,train,0.33165,,
PTB-XL-FFT-s43.log,11,val,0.80296,0.63404,0.90605
PTB-XL-FFT-s43.log,11,test,0.84478,0.61831,0.89761
PTB-XL-FFT-s43.log,12,train,0.29431,,
PTB-XL-FFT-s43.log,12,val,0.82015,0.63536,0.90591
PTB-XL-FFT-s43.log,12,test,0.86366,0.61927,0.89758
PTB-XL-FFT-s43.log,13,train,0.26191,,
PTB-XL-FFT-s43.log,13,val,0.83807,0.6361,0.90573
PTB-XL-FFT-s43.log,13,test,0.88368,0.61906,0.89735
PTB-XL-FFT-s43.log,14,train,0.23407,,
PTB-XL-FFT-s43.log,14,val,0.85735,0.637,0.9054
PTB-XL-FFT-s43.log,14,test,0.90498,0.61905,0.89692
PTB-XL-FFT-s43.log,15,train,0.20761,,
PTB-XL-FFT-s43.log,15,val,0.87918,0.63612,0.90504
PTB-XL-FFT-s43.log,15,test,0.9287,0.61923,0.8965
PTB-XL-FFT-s43.log,16,train,0.18855,,
PTB-XL-FFT-s43.log,16,val,0.90079,0.63645,0.90459
PTB-XL-FFT-s43.log,16,test,0.95212,0.62013,0.89604
PTB-XL-FFT-s43.log,17,train,0.16859,,
PTB-XL-FFT-s43.log,17,val,0.92308,0.63689,0.90401
PTB-XL-FFT-s43.log,17,test,0.97567,0.61918,0.89564
PTB-XL-FFT-s43.log,18,train,0.15403,,
PTB-XL-FFT-s43.log,18,val,0.94692,0.63752,0.90361
PTB-XL-FFT-s43.log,18,test,1.00235,0.61823,0.89521
PTB-XL-FFT-s43.log,19,train,0.14079,,
PTB-XL-FFT-s43.log,19,val,0.96872,0.6366,0.90319
PTB-XL-FFT-s43.log,19,test,1.02607,0.61828,0.89472
PTB-XL-FFT-s43.log,20,train,0.12836,,
PTB-XL-FFT-s43.log,20,val,0.98998,0.6371,0.90282
PTB-XL-FFT-s43.log,20,test,1.04916,0.61791,0.89437
PTB-XL-FFT-s43.log,21,train,0.12156,,
PTB-XL-FFT-s43.log,21,val,1.01299,0.63707,0.90238
PTB-XL-FFT-s43.log,21,test,1.07414,0.61756,0.89396
PTB-XL-FFT-s43.log,22,train,0.11315,,
PTB-XL-FFT-s43.log,22,val,1.03653,0.63691,0.90192
PTB-XL-FFT-s43.log,22,test,1.09846,0.61805,0.89352
PTB-XL-FFT-s43.log,23,train,0.10505,,
PTB-XL-FFT-s43.log,23,val,1.05969,0.63572,0.90151
PTB-XL-FFT-s43.log,23,test,1.12371,0.61748,0.89308
PTB-XL-FFT-s43.log,24,train,0.10031,,
PTB-XL-FFT-s43.log,24,val,1.08248,0.63582,0.90106
PTB-XL-FFT-s43.log,24,test,1.14812,0.61638,0.89265
PTB-XL-FFT-s43.log,25,train,0.09374,,
PTB-XL-FFT-s43.log,25,val,1.1069,0.63483,0.90063
PTB-XL-FFT-s43.log,25,test,1.17461,0.61509,0.89219
PTB-XL-FFT-s43.log,26,train,0.0884,,
PTB-XL-FFT-s43.log,26,val,1.12885,0.63526,0.90015
PTB-XL-FFT-s43.log,26,test,1.19783,0.61458,0.89178
PTB-XL-FFT-s43.log,27,train,0.08716,,
PTB-XL-FFT-s43.log,27,val,1.15005,0.63498,0.89978
PTB-XL-FFT-s43.log,27,test,1.22127,0.61432,0.89143
PTB-XL-FFT-s43.log,28,train,0.08157,,
PTB-XL-FFT-s43.log,28,val,1.17222,0.63412,0.89947
PTB-XL-FFT-s43.log,28,test,1.24532,0.61444,0.89114
PTB-XL-FFT-s43.log,28,val,0.94678,0.63752,0.90361
PTB-XL-FFT-s43.log,28,test,1.00235,0.61823,0.89521
PTB-XL-FFT-s43.log,1,train,0.87617,,
PTB-XL-FFT-s43.log,1,val,0.78945,0.58053,0.88877
PTB-XL-FFT-s43.log,1,test,0.81763,0.56336,0.88001
PTB-XL-FFT-s43.log,2,train,0.74363,,
PTB-XL-FFT-s43.log,2,val,0.76897,0.60154,0.89445
PTB-XL-FFT-s43.log,2,test,0.8031,0.58501,0.88581
PTB-XL-FFT-s43.log,3,train,0.6906,,
PTB-XL-FFT-s43.log,3,val,0.76094,0.61543,0.89826
PTB-XL-FFT-s43.log,3,test,0.79485,0.59693,0.89026
PTB-XL-FFT-s43.log,4,train,0.64635,,
PTB-XL-FFT-s43.log,4,val,0.74726,0.62306,0.90125
PTB-XL-FFT-s43.log,4,test,0.78164,0.60729,0.89301
PTB-XL-FFT-s43.log,5,train,0.60176,,
PTB-XL-FFT-s43.log,5,val,0.74708,0.62701,0.90287
PTB-XL-FFT-s43.log,5,test,0.78328,0.61015,0.89486
PTB-XL-FFT-s43.log,6,train,0.5597,,
PTB-XL-FFT-s43.log,6,val,0.74875,0.6285,0.90429
PTB-XL-FFT-s43.log,6,test,0.78768,0.61045,0.8957
PTB-XL-FFT-s43.log,7,train,0.51161,,
PTB-XL-FFT-s43.log,7,val,0.75268,0.63011,0.90517
PTB-XL-FFT-s43.log,7,test,0.79378,0.61382,0.8965
PTB-XL-FFT-s43.log,8,train,0.46555,,
PTB-XL-FFT-s43.log,8,val,0.75918,0.6311,0.90553
PTB-XL-FFT-s43.log,8,test,0.80158,0.61426,0.89681
PTB-XL-FFT-s43.log,9,train,0.42092,,
PTB-XL-FFT-s43.log,9,val,0.76818,0.63232,0.90566
PTB-XL-FFT-s43.log,9,test,0.81204,0.61496,0.89688
PTB-XL-FFT-s43.log,10,train,0.37527,,
PTB-XL-FFT-s43.log,10,val,0.78002,0.63305,0.90577
PTB-XL-FFT-s43.log,10,test,0.82547,0.61674,0.89695
PTB-XL-FFT-s43.log,11,train,0.33517,,
PTB-XL-FFT-s43.log,11,val,0.79418,0.63494,0.90557
PTB-XL-FFT-s43.log,11,test,0.84071,0.61794,0.8967
PTB-XL-FFT-s43.log,12,train,0.29702,,
PTB-XL-FFT-s43.log,12,val,0.8098,0.63632,0.9053
PTB-XL-FFT-s43.log,12,test,0.85904,0.6185,0.89614
PTB-XL-FFT-s43.log,13,train,0.26226,,
PTB-XL-FFT-s43.log,13,val,0.82833,0.63707,0.90496
PTB-XL-FFT-s43.log,13,test,0.8803,0.619,0.89565
PTB-XL-FFT-s43.log,14,train,0.2346,,
PTB-XL-FFT-s43.log,14,val,0.84697,0.63685,0.90463
PTB-XL-FFT-s43.log,14,test,0.90155,0.61905,0.89511
PTB-XL-FFT-s43.log,15,train,0.20723,,
PTB-XL-FFT-s43.log,15,val,0.86862,0.63754,0.90422
PTB-XL-FFT-s43.log,15,test,0.92546,0.61878,0.89449
PTB-XL-FFT-s43.log,16,train,0.18453,,
PTB-XL-FFT-s43.log,16,val,0.89213,0.63761,0.90384
PTB-XL-FFT-s43.log,16,test,0.95112,0.61792,0.89396
PTB-XL-FFT-s43.log,17,train,0.1693,,
PTB-XL-FFT-s43.log,17,val,0.9132,0.63786,0.90338
PTB-XL-FFT-s43.log,17,test,0.97427,0.61874,0.89352
PTB-XL-FFT-s43.log,18,train,0.15238,,
PTB-XL-FFT-s43.log,18,val,0.93648,0.63758,0.90291
PTB-XL-FFT-s43.log,18,test,1.00026,0.61944,0.89299
PTB-XL-FFT-s43.log,19,train,0.13924,,
PTB-XL-FFT-s43.log,19,val,0.96095,0.63728,0.90255
PTB-XL-FFT-s43.log,19,test,1.02669,0.61937,0.89257
PTB-XL-FFT-s43.log,20,train,0.13006,,
PTB-XL-FFT-s43.log,20,val,0.98378,0.63735,0.90209
PTB-XL-FFT-s43.log,20,test,1.05072,0.6197,0.89211
PTB-XL-FFT-s43.log,21,train,0.12177,,
PTB-XL-FFT-s43.log,21,val,1.00781,0.63715,0.90162
PTB-XL-FFT-s43.log,21,test,1.0762,0.619,0.89164
PTB-XL-FFT-s43.log,22,train,0.11305,,
PTB-XL-FFT-s43.log,22,val,1.03068,0.63676,0.90135
PTB-XL-FFT-s43.log,22,test,1.10127,0.61878,0.89134
PTB-XL-FFT-s43.log,23,train,0.10536,,
PTB-XL-FFT-s43.log,23,val,1.05324,0.63646,0.90097
PTB-XL-FFT-s43.log,23,test,1.12532,0.61826,0.89093
PTB-XL-FFT-s43.log,24,train,0.09984,,
PTB-XL-FFT-s43.log,24,val,1.07556,0.63583,0.90068
PTB-XL-FFT-s43.log,24,test,1.1503,0.61749,0.89048
PTB-XL-FFT-s43.log,25,train,0.09675,,
PTB-XL-FFT-s43.log,25,val,1.09711,0.63604,0.90039
PTB-XL-FFT-s43.log,25,test,1.1741,0.61787,0.89011
PTB-XL-FFT-s43.log,26,train,0.091,,
PTB-XL-FFT-s43.log,26,val,1.1193,0.63599,0.9002
PTB-XL-FFT-s43.log,26,test,1.19835,0.61757,0.88985
PTB-XL-FFT-s43.log,27,train,0.08573,,
PTB-XL-FFT-s43.log,27,val,1.14138,0.63537,0.89988
PTB-XL-FFT-s43.log,27,test,1.22195,0.61674,0.88951
PTB-XL-FFT-s43.log,27,val,0.91305,0.63786,0.90338
PTB-XL-FFT-s43.log,27,test,0.97428,0.61874,0.89352
PTB-XL-FFT-s43.log,1,train,0.884,,
PTB-XL-FFT-s43.log,1,val,0.77332,0.62339,0.89201
PTB-XL-FFT-s43.log,1,test,0.80604,0.58956,0.88261
PTB-XL-FFT-s43.log,2,train,0.74568,,
PTB-XL-FFT-s43.log,2,val,0.74688,0.62375,0.89896
PTB-XL-FFT-s43.log,2,test,0.78174,0.59825,0.89039
PTB-XL-FFT-s43.log,3,train,0.68882,,
PTB-XL-FFT-s43.log,3,val,0.74027,0.62681,0.90163
PTB-XL-FFT-s43.log,3,test,0.77479,0.6052,0.8934
PTB-XL-FFT-s43.log,4,train,0.64084,,
PTB-XL-FFT-s43.log,4,val,0.74372,0.62098,0.90337
PTB-XL-FFT-s43.log,4,test,0.78079,0.59985,0.89478
PTB-XL-FFT-s43.log,5,train,0.59737,,
PTB-XL-FFT-s43.log,5,val,0.74608,0.62775,0.90462
PTB-XL-FFT-s43.log,5,test,0.78438,0.60555,0.89602
PTB-XL-FFT-s43.log,6,train,0.55311,,
PTB-XL-FFT-s43.log,6,val,0.74906,0.6297,0.90555
PTB-XL-FFT-s43.log,6,test,0.78823,0.60689,0.89697
PTB-XL-FFT-s43.log,7,train,0.50349,,
PTB-XL-FFT-s43.log,7,val,0.75283,0.63307,0.90601
PTB-XL-FFT-s43.log,7,test,0.79269,0.61113,0.89754
PTB-XL-FFT-s43.log,8,train,0.45696,,
PTB-XL-FFT-s43.log,8,val,0.75924,0.63609,0.90649
PTB-XL-FFT-s43.log,8,test,0.80001,0.61393,0.89803
PTB-XL-FFT-s43.log,9,train,0.41126,,
PTB-XL-FFT-s43.log,9,val,0.76862,0.63948,0.9068
PTB-XL-FFT-s43.log,9,test,0.81126,0.6162,0.8983
PTB-XL-FFT-s43.log,10,train,0.36501,,
PTB-XL-FFT-s43.log,10,val,0.78298,0.63941,0.90675
PTB-XL-FFT-s43.log,10,test,0.82721,0.61602,0.89813
PTB-XL-FFT-s43.log,11,train,0.3232,,
PTB-XL-FFT-s43.log,11,val,0.80056,0.63958,0.90648
PTB-XL-FFT-s43.log,11,test,0.84689,0.61688,0.8978
PTB-XL-FFT-s43.log,12,train,0.28667,,
PTB-XL-FFT-s43.log,12,val,0.81723,0.64023,0.90629
PTB-XL-FFT-s43.log,12,test,0.86531,0.62038,0.8975
PTB-XL-FFT-s43.log,13,train,0.2563,,
PTB-XL-FFT-s43.log,13,val,0.83623,0.64048,0.90615
PTB-XL-FFT-s43.log,13,test,0.88622,0.61931,0.89726
PTB-XL-FFT-s43.log,14,train,0.2273,,
PTB-XL-FFT-s43.log,14,val,0.85588,0.6402,0.90581
PTB-XL-FFT-s43.log,14,test,0.90848,0.61904,0.89684
PTB-XL-FFT-s43.log,15,train,0.20105,,
PTB-XL-FFT-s43.log,15,val,0.87822,0.63974,0.90552
PTB-XL-FFT-s43.log,15,test,0.93361,0.61838,0.89641
PTB-XL-FFT-s43.log,16,train,0.18128,,
PTB-XL-FFT-s43.log,16,val,0.8991,0.64,0.90528
PTB-XL-FFT-s43.log,16,test,0.95695,0.61754,0.89609
PTB-XL-FFT-s43.log,17,train,0.16468,,
PTB-XL-FFT-s43.log,17,val,0.9222,0.64001,0.90479
PTB-XL-FFT-s43.log,17,test,0.98197,0.61684,0.89566
PTB-XL-FFT-s43.log,18,train,0.14799,,
PTB-XL-FFT-s43.log,18,val,0.94587,0.63966,0.90433
PTB-XL-FFT-s43.log,18,test,1.00825,0.61684,0.8951
PTB-XL-FFT-s43.log,19,train,0.13765,,
PTB-XL-FFT-s43.log,19,val,0.97128,0.63967,0.90385
PTB-XL-FFT-s43.log,19,test,1.03598,0.61622,0.89466
PTB-XL-FFT-s43.log,20,train,0.12572,,
PTB-XL-FFT-s43.log,20,val,0.99641,0.63914,0.90356
PTB-XL-FFT-s43.log,20,test,1.06396,0.61533,0.8943
PTB-XL-FFT-s43.log,21,train,0.11734,,
PTB-XL-FFT-s43.log,21,val,1.02049,0.63883,0.90319
PTB-XL-FFT-s43.log,21,test,1.09126,0.61528,0.89382
PTB-XL-FFT-s43.log,22,train,0.11184,,
PTB-XL-FFT-s43.log,22,val,1.04557,0.63952,0.90286
PTB-XL-FFT-s43.log,22,test,1.11898,0.61495,0.89339
PTB-XL-FFT-s43.log,23,train,0.10178,,
PTB-XL-FFT-s43.log,23,val,1.06942,0.63769,0.90241
PTB-XL-FFT-s43.log,23,test,1.1451,0.61402,0.89284
PTB-XL-FFT-s43.log,23,val,0.8362,0.64048,0.90615
PTB-XL-FFT-s43.log,23,test,0.88622,0.61931,0.89726
PTB-XL-FFT-s44.log,1,train,0.89016,,
PTB-XL-FFT-s44.log,1,val,0.79313,0.57272,0.88522
PTB-XL-FFT-s44.log,1,test,0.81617,0.55975,0.87603
PTB-XL-FFT-s44.log,2,train,0.75264,,
PTB-XL-FFT-s44.log,2,val,0.77015,0.59893,0.89345
PTB-XL-FFT-s44.log,2,test,0.79599,0.57893,0.88454
PTB-XL-FFT-s44.log,3,train,0.69598,,
PTB-XL-FFT-s44.log,3,val,0.7539,0.6035,0.8979
PTB-XL-FFT-s44.log,3,test,0.78326,0.58385,0.88915
PTB-XL-FFT-s44.log,4,train,0.64565,,
PTB-XL-FFT-s44.log,4,val,0.74963,0.61049,0.9006
PTB-XL-FFT-s44.log,4,test,0.77937,0.59278,0.89225
PTB-XL-FFT-s44.log,5,train,0.60176,,
PTB-XL-FFT-s44.log,5,val,0.7483,0.61997,0.90239
PTB-XL-FFT-s44.log,5,test,0.77891,0.60283,0.89408
PTB-XL-FFT-s44.log,6,train,0.55471,,
PTB-XL-FFT-s44.log,6,val,0.7525,0.62391,0.90351
PTB-XL-FFT-s44.log,6,test,0.78422,0.6063,0.89569
PTB-XL-FFT-s44.log,7,train,0.50992,,
PTB-XL-FFT-s44.log,7,val,0.7569,0.62825,0.90458
PTB-XL-FFT-s44.log,7,test,0.79017,0.61171,0.89668
PTB-XL-FFT-s44.log,8,train,0.46142,,
PTB-XL-FFT-s44.log,8,val,0.76518,0.62955,0.90548
PTB-XL-FFT-s44.log,8,test,0.80135,0.61475,0.89725
PTB-XL-FFT-s44.log,9,train,0.41684,,
PTB-XL-FFT-s44.log,9,val,0.77641,0.63203,0.90581
PTB-XL-FFT-s44.log,9,test,0.81483,0.61702,0.89741
PTB-XL-FFT-s44.log,10,train,0.37569,,
PTB-XL-FFT-s44.log,10,val,0.78892,0.63403,0.90607
PTB-XL-FFT-s44.log,10,test,0.82917,0.6181,0.89765
PTB-XL-FFT-s44.log,11,train,0.33165,,
PTB-XL-FFT-s44.log,11,val,0.80296,0.63404,0.90605
PTB-XL-FFT-s44.log,11,test,0.84478,0.61831,0.89761
PTB-XL-FFT-s44.log,12,train,0.29431,,
PTB-XL-FFT-s44.log,12,val,0.82015,0.63536,0.90591
PTB-XL-FFT-s44.log,12,test,0.86366,0.61927,0.89758
PTB-XL-FFT-s44.log,13,train,0.26191,,
PTB-XL-FFT-s44.log,13,val,0.83807,0.6361,0.90573
PTB-XL-FFT-s44.log,13,test,0.88368,0.61906,0.89735
PTB-XL-FFT-s44.log,14,train,0.23407,,
PTB-XL-FFT-s44.log,14,val,0.85735,0.637,0.9054
PTB-XL-FFT-s44.log,14,test,0.90498,0.61905,0.89692
PTB-XL-FFT-s44.log,15,train,0.20761,,
PTB-XL-FFT-s44.log,15,val,0.87918,0.63612,0.90504
PTB-XL-FFT-s44.log,15,test,0.9287,0.61923,0.8965
PTB-XL-FFT-s44.log,16,train,0.18855,,
PTB-XL-FFT-s44.log,16,val,0.90079,0.63645,0.90459
PTB-XL-FFT-s44.log,16,test,0.95212,0.62013,0.89604
PTB-XL-FFT-s44.log,17,train,0.16859,,
PTB-XL-FFT-s44.log,17,val,0.92308,0.63689,0.90401
PTB-XL-FFT-s44.log,17,test,0.97567,0.61918,0.89564
PTB-XL-FFT-s44.log,18,train,0.15403,,
PTB-XL-FFT-s44.log,18,val,0.94692,0.63752,0.90361
PTB-XL-FFT-s44.log,18,test,1.00235,0.61823,0.89521
PTB-XL-FFT-s44.log,19,train,0.14079,,
PTB-XL-FFT-s44.log,19,val,0.96872,0.6366,0.90319
