log,epoch,split,loss,f1,auroc
PTB-XL-Wavelet-s42.log,26,test,1.24245,0.6137,0.88808
PTB-XL-Wavelet-s42.log,27,train,0.07112,,
PTB-XL-Wavelet-s42.log,27,val,1.18922,0.6357,0.89731
PTB-XL-Wavelet-s42.log,27,test,1.26497,0.6132,0.8877
PTB-XL-Wavelet-s42.log,28,train,0.07008,,
PTB-XL-Wavelet-s42.log,28,val,1.20954,0.63522,0.89706
PTB-XL-Wavelet-s42.log,28,test,1.2874,0.61261,0.88738
PTB-XL-Wavelet-s42.log,29,train,0.06512,,
PTB-XL-Wavelet-s42.log,29,val,1.2292,0.63569,0.89674
PTB-XL-Wavelet-s42.log,29,test,1.30919,0.61194,0.88694
PTB-XL-Wavelet-s42.log,30,train,0.06333,,
PTB-XL-Wavelet-s42.log,30,val,1.24923,0.63601,0.8965
PTB-XL-Wavelet-s42.log,30,test,1.33147,0.61182,0.88663
PTB-XL-Wavelet-s42.log,31,train,0.06323,,
PTB-XL-Wavelet-s42.log,31,val,1.26829,0.63573,0.89631
PTB-XL-Wavelet-s42.log,31,test,1.35247,0.61111,0.88633
PTB-XL-Wavelet-s42.log,32,train,0.05832,,
PTB-XL-Wavelet-s42.log,32,val,1.28684,0.63488,0.89604
PTB-XL-Wavelet-s42.log,32,test,1.37353,0.61046,0.886
PTB-XL-Wavelet-s42.log,32,val,1.07747,0.63725,0.89858
PTB-XL-Wavelet-s42.log,32,test,1.14143,0.61397,0.88946
PTB-XL-Wavelet.log,1,train,0.89762,,
PTB-XL-Wavelet.log,1,val,0.80322,0.5681,0.88467
PTB-XL-Wavelet.log,1,test,0.82236,0.5611,0.8775
PTB-XL-Wavelet.log,2,train,0.74974,,
PTB-XL-Wavelet.log,2,val,0.78086,0.5891,0.89147
PTB-XL-Wavelet.log,2,test,0.80273,0.57943,0.88527
PTB-XL-Wavelet.log,3,train,0.68689,,
PTB-XL-Wavelet.log,3,val,0.77464,0.59504,0.89499
PTB-XL-Wavelet.log,3,test,0.79681,0.5903,0.889
PTB-XL-Wavelet.log,4,train,0.62989,,
PTB-XL-Wavelet.log,4,val,0.76563,0.60723,0.89818
PTB-XL-Wavelet.log,4,test,0.78868,0.602,0.89175
PTB-XL-Wavelet.log,5,train,0.57654,,
PTB-XL-Wavelet.log,5,val,0.75918,0.61737,0.90007
PTB-XL-Wavelet.log,5,test,0.7839,0.61085,0.89346
PTB-XL-Wavelet.log,6,train,0.51999,,
PTB-XL-Wavelet.log,6,val,0.76278,0.62064,0.90113
PTB-XL-Wavelet.log,6,test,0.79007,0.61375,0.89433
PTB-XL-Wavelet.log,7,train,0.46992,,
PTB-XL-Wavelet.log,7,val,0.76824,0.62282,0.90186
PTB-XL-Wavelet.log,7,test,0.79794,0.61505,0.89479
PTB-XL-Wavelet.log,8,train,0.41403,,
PTB-XL-Wavelet.log,8,val,0.77682,0.6243,0.90232
PTB-XL-Wavelet.log,8,test,0.80842,0.61774,0.89513
PTB-XL-Wavelet.log,9,train,0.36519,,
PTB-XL-Wavelet.log,9,val,0.78821,0.62924,0.90247
PTB-XL-Wavelet.log,9,test,0.82167,0.6201,0.89516
PTB-XL-Wavelet.log,10,train,0.31767,,
PTB-XL-Wavelet.log,10,val,0.80264,0.63041,0.90241
PTB-XL-Wavelet.log,10,test,0.83837,0.61995,0.89489
PTB-XL-Wavelet.log,11,train,0.27834,,
PTB-XL-Wavelet.log,11,val,0.82044,0.63253,0.9023
PTB-XL-Wavelet.log,11,test,0.8582,0.61914,0.8947
PTB-XL-Wavelet.log,12,train,0.24199,,
PTB-XL-Wavelet.log,12,val,0.84006,0.63508,0.90215
PTB-XL-Wavelet.log,12,test,0.88063,0.61845,0.8943
PTB-XL-Wavelet.log,13,train,0.21208,,
PTB-XL-Wavelet.log,13,val,0.86272,0.635,0.90188
PTB-XL-Wavelet.log,13,test,0.90578,0.61739,0.89386
PTB-XL-Wavelet.log,14,train,0.18732,,
PTB-XL-Wavelet.log,14,val,0.88515,0.6359,0.90151
PTB-XL-Wavelet.log,14,test,0.92999,0.61652,0.89335
PTB-XL-Wavelet.log,15,train,0.16395,,
PTB-XL-Wavelet.log,15,val,0.90922,0.63645,0.9011
PTB-XL-Wavelet.log,15,test,0.95614,0.6172,0.89277
PTB-XL-Wavelet.log,16,train,0.1499,,
PTB-XL-Wavelet.log,16,val,0.93321,0.63582,0.90061
PTB-XL-Wavelet.log,16,test,0.98232,0.61686,0.89218
PTB-XL-Wavelet.log,17,train,0.13364,,
PTB-XL-Wavelet.log,17,val,0.95915,0.63571,0.90017
PTB-XL-Wavelet.log,17,test,1.01008,0.61606,0.89166
PTB-XL-WaveletOnly.log,1,train,1.15405,,
PTB-XL-WaveletOnly.log,1,val,1.03191,0.42914,0.79933
PTB-XL-WaveletOnly.log,1,test,1.03715,0.43278,0.79007
PTB-XL-WaveletOnly.log,2,train,0.97889,,
PTB-XL-WaveletOnly.log,2,val,0.99061,0.44729,0.81793
PTB-XL-WaveletOnly.log,2,test,0.99992,0.45331,0.80723
PTB-XL-WaveletOnly.log,3,train,0.91565,,
PTB-XL-WaveletOnly.log,3,val,0.96785,0.45802,0.82682
PTB-XL-WaveletOnly.log,3,test,0.97735,0.46208,0.81662
PTB-XL-WaveletOnly.log,4,train,0.8736,,
PTB-XL-WaveletOnly.log,4,val,0.95387,0.46653,0.83195
PTB-XL-WaveletOnly.log,4,test,0.96447,0.46901,0.8221
PTB-XL-WaveletOnly.log,5,train,0.83959,,
PTB-XL-WaveletOnly.log,5,val,0.94455,0.47138,0.83546
PTB-XL-WaveletOnly.log,5,test,0.95552,0.47325,0.82604
PTB-XL-WaveletOnly.log,6,train,0.8109,,
PTB-XL-WaveletOnly.log,6,val,0.93609,0.47588,0.83832
PTB-XL-WaveletOnly.log,6,test,0.94765,0.47844,0.8291
